Sentence,Category
"1506,company shall sufficient information identify potential connect transaction pursuant rule regulation competent authority relation thereto",None
"1507,Company Secretary shall update report conflict interest include change holding security issue Company Board Directors management quarterly basis",Governance
"1508,Board Directors develop succession plan respect Chief Executive Officer senior executive level Chief Executive Officer order ensure Companys business operation shall continue interruption position vacant",Governance
"1509,Board Directors authorize Nomination Compensation Committee establish succession plan shall review update report Board Directors annual basis",Governance
"1510,apart Chief Executive Officer senior executive Human Resources Department formulate succession plan strategy midlevel junior executive order manage diversified group talent critical role suit current business composition",Governance
"1511,detail succession plan list httpssustainabilityaiscothensustainabilityprioritieshu mancapitaldevelopment section Sustainability Report page",Social
"1512,Company Secretary shall act coordinator director management team director shareholder",Governance
"1513,Internal Audit Office shall act coordinator audit risk committee management team",Governance
"1514,Company shall obstruct communication director management allow past prior meeting",Governance
"1515,Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement access communication shall interfere interrupt Companys normal business operation",Governance
"1516,Nomination Compensation Committee NCC authorize Board Directors consider review policy structure director remuneration prior proposal Annual General Meeting approval",Governance
"1517,NCC consider remuneration policy consideration director role responsibility remuneration payment compare industry standard company similar size Companys performance Companys strategic direction individual performance director",Governance
"1518,detail director remuneration list",Social
"1519,newly appoint director provide necessary business information company require perform fiduciary duty",Governance
"1520,regard organize director orientation management invite present summarize role responsibility business unit practice compliance relevant law regulation role responsibility board director list company trade AIS security procedure director executive policy",Governance
"1521,AIS encourage director executive company secretary attend training develop knowledge continuously variety format AIS shall support expense",Social
"1522,activity training course attend director executive include special lecture invite expert hold regularly year",Social
"1523,regard percent total number director attend Director Certification Program organize Thai Institute Directors Association annual report year course director executive attend seminar follow Training Seminar ProgramActivities Objectives Participants Chairman Unknow future Thai Institutes Directors IOD Chairman director respond build",Social
"1524,confidence management stakeholder include create value sustainability organization change situation",Governance
"1525,Mr Ayala Corporation th Integrated Corporate Governance Risk Management Sustainability Summit Institute Corporate Directors Philippines Roles Responsibilities Liabilities Board Directors Center Global Best Practices Organization Philippines integrate corporate governance risk management create business sustainability lead business growth foster high level governance",Governance
"1526,promote development knowledge understanding role duty responsibility director Mr Chairman Program Institutes Directors IOD Board Nomination Compensation Program BNCP understand role responsibility ready drive Board Directors management face challenge",Governance
"1527,acknowledge principle guideline director regard nomination compensation",Governance
"1528,Mr Predee Daochai Successful Formulation Execution Strategy SFE Thai Institutes Directors IOD conceptual framework set practicing corporate strategy",Governance
"1529,Mr Surasak Vajasit Impact social medium ethic professional accountant Federation Accounting Professions Royal Patronage acknowledge impact social medium Code Ethics Professional Accountants",Governance
"1530,Mr Tee Seeumpornroj Accounting Standard Taxation Law KPMG Phoomchai Audit Co Ltd improve knowledge accounting relate Taxation law uptodate Mr Tee Seeumpornroj Mr Tachahat Hemakul Remark Mr resign company July",Governance
"1531,Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement",Governance
"1532,Nomination Compensation Committee responsible set ceo performance target evaluate performance annual target long term goal order determine CEO s compensation",Governance
"1533,detail director remuneration list Page Section Rights Equitable Treatment Shareholders AIS respect shareholder right treat shareholder equally include right approve receive dividend rate share right purchase sell transfer security independently intervene market transaction right nominate appoint dismiss director right appoint independent auditor fix annual audit",Governance
"1534,fee right express opinion shareholder meeting independently right participate decide approve concern major corporate action affect AISs financial statement operating result",Governance
"1535,addition apart aforementioned right AIS arrange activity support shareholder",Governance
"1536,key action summarize follow",Governance
"1537,disclose important information relate operation execution transaction quarterly annual financial result website Company SET facilitate shareholder access Companys performance datum variety channel timely manner",Governance
"1538,establish investor relation department function center communication shareholder Company provide opportunity individual institutional shareholder raise question recommend matter deem beneficial management",Governance
"1539,department provide useful information investment decision participate Opportunity day organize SET quarterly basis order meet investor present Companys performance result engage Road meet domestic foreign institutional investor",Governance
"1540,director management employee act compliance Security Trading Policy Directors Executives employee amend",Governance
"1541,policy state person designate company notify board director prior execution ADVANC INTOUCH security day advance",Governance
"1542,prescribe rule guideline relate security trading director executive employee prevent use inside information publicly disclose interest andor relate person",Governance
"1543,regard policy encompass security AIS Intouch Holdings PCL list company major shareholder AIS",Governance
"1544,furthermore company identify person position duty access possess inside information Designated Person",Governance
"1545,group person prohibit trade accept transfer AIS Intouchs security thirty day period prior disclosure quarterly annual financial statement include period occasionally announce",None
"1546,Directors Executives Designated Persons oblige file report security holding include hold spouse minor child change thereto Capital Market Compliance Department working day date change",Governance
"1547,practice relation Annual General Meeting Shareholders",Governance
"1548,Oct Feb disseminate Notice agm day prior agm meeting date allow shareholder submit question advance agm notice support document day prior meeting date date notify agm resolution SET Apr Disseminate Minutes agm day meeting date Feb Mar",Governance
"1549,Announcement SET opportunity shareholder propose agm agenda nominate candidate s elect director form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement prepare notice agm support document Thai english version",Governance
"1550,regard shareholder acknowledge understand information thereto present shareholder accurately equally",Governance
"1551,Company provide clarification relate document evidence shareholder shall bring attend vote meeting include attach proxy",Governance
"1552,description prepare manner easy understand classify participation category attend person proxy individual juristic person",Social
"1553,regard requirement applicable law identify shareholder proxy restrict shareholder right create unnecessary burden",Governance
"1554,appoint independent director serve proxy Mr Kan Trakulhoon Mr Krairit Euchukanonchai Mr Gerardo C Ablaza Jr Mr shareholder find inconvenient attend meeting person",Governance
"1555,establish procedure examination detail shareholding submission proxy form advance facilitate institutional shareholder custodian care large number shareholder",Governance
"1556,case institutional shareholder custodian grant proxy independent director Company send copy proxy form signature independent director institutional shareholder custodian meeting use evidence",Governance
"1557,utilize barcode system quickly accurately facilitate registration vote counting",None
"1558,registration counter set segregate individual shareholder institutional shareholder",Governance
"1559,addition Company assign adequate staff amenity facilitate shareholder ie",Governance
"1560,copy machine duty stamp signage registration process",Social
"1561,regard Company conduct survey satisfaction shareholder regard quality agm gain feedback improve following year",Governance
"1562,Board schedule agm March hrs",Governance
"1563,holiday weekend meeting time appropriate",Social
"1564,pandemic company encourage shareholder vote proxy submit question accordance meeting agenda advance instead attend meeting person",Governance
"1565,shareholder determined attend meeting person company request cooperation shareholder notify intention attend meeting advance limited seating space",Social
"1566,addition pass screening measure conference entrance prescribe Department Disease Control",Social
"1567,venue agm Centara Grand Central Plaza Ladprao convenient term transportation access reasonable price appropriate accommodate shareholder",Social
"1568,Chairman Chairman board committee include Chief Finance Officer Senior Executives attend meeting person electronic meeting address clarify query concern shareholder",Governance
"1569,Chairman preside meeting sequence accordance meeting agenda state meeting notice add additional matter allocate sufficient time shareholder query item agenda prior vote",Governance
"1570,Company Secretary moderator notify following information proportion shareholder participate meeting person proxy number participant procedure meeting cast vote vote count procedure prior start meeting",Governance
"1571,Company class share ordinary share owner right vote shareholder meeting vote share",None
"1572,Company issue voting card item agenda",Governance
"1573,director appointment item voting relate thereto organize individual basis",Governance
"1574,independent legal counsel engage examine vote counting process order ensure accuracy reliability vote counting process",Governance
"1575,Chairman meeting announce voting result agenda item objection relation thereto shareholder",Governance
"1576,Company Secretary prepare minute meeting post Companys website channel Stock Exchange Thailand fourteen day meeting date",Governance
"1577,minute cover material fact compliance good corporate governance Stock Exchange Thailand list director management participate meeting resolution meeting issue query recommendation shareholder clarification director management",Governance
"1578,Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement",Governance
"1579,AIS provide channel stakeholder inquire suggest file complaint Board Directors Company Secretary forward suggestion complaint report related department action respect mention shall report management Board Directors include notification result relevant stakeholder",Governance
"1580,case fraud breach Code Business Ethics Company shall conduct investigation misconduct fraud compliance reporting investigation misconduct fraud whistleblower protection policy",Governance
"1581,matter stakeholder directly contact responsible department Community Relations intermediate responsible listen suggestion promote relationship Company community nonprofit ganization Business Relations act intermediate spokesperson company telecommunication regulatory agency",Social
"1582,AIS aware right group stakeholder irrespective customer partner community society environment",Social
"1583,result Company establish guideline treat stakeholder accord law Department Address Office Company Secretary Corporate Compliance Advanced Info Service Public Company Limited th Floor AIS Tower Phaholyothin Road Samsen Nai Phayathai Bangkok companysecretaryaiscoth sustainable coexistence principle pursuant Companys sustainability development strategy Code Business Ethics human",Governance
"1584,resource management policy relevant policy company",Governance
"1585,additionally company designate appropriate guideline internal control system antibribery corruption policy prevent corruption organization fulfill fair benefit stakeholder",Governance
"1586,respect shareholder study guideline Section Code Business Ethics sustainability development report",Governance
"1587,section Disclosure Information Transparency",Governance
"1588,Company disclose Companys financial nonfinancial information article association memorandum association risk management policy financial statement analysis performance report accordance relevant law regulation accurately completely punctually transparently shareholder investor",Governance
"1589,investor confidence Companys reliability integrity",Governance
"1590,disclose information policy AIS applicable change social context AIS adhere strictly principle follow Compliance legal regulatory requirement transparency accountability disclose material information necessary informed decision sufficiently timely regular manner Fair equitable access information discrimination",Governance
"1591,Company set Investor Relations Department responsible communicate material information shareholder investor analyst stakeholder",Governance
"1592,addition Company set Compliance Unit ensure material information Company properly disclose channel accordance disclose information policy Investor Relations disclose information accurately sufficiently timely manner regularly disclose inform confidential insider information person prior public disclosure SET channel",Governance
"1593,Company disclose communicate material information Thai English include annual report quarterly result operate data investor journal press release channel facilitate differ group investor",None
"1594,chief investor relation website httpsinvestoraiscoth organizing meeting announce quarterly operate datum attend Opportunity day hold Stock Exchange Thailand wellattende host press meeting local oversea investor quarterly",Social
"1595,Companys executive place importance meeting investor regularly",Governance
"1596,channel include email line business",None
"1597,Investor Relations Function collect investor feedback annually use information develop enhance efficiency AIS investor relation",Social
"1598,investor analyst contact investor relation staff directly Email investoraiscoth line account aisir download QR Code right Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement",Governance
"1599,Company specify period noncommunication analyst investor silent period thirty day quarterly result announcement",None
"1600,include hold press conference disclose financial information publicly executive andor investor relation officer thirty day prior specify announcement date",None
"1601,executive employee subject access know inside information Company prohibit buy selling transferring receive transfer Companys security day period Company release quarterly annual result",Governance
"1602,Board Directors executive designate person AIS shall report shareholding Company include hold minor child spouse include unmarried spouse submit report change security hold send compliance working day",Governance
"1603,Board stipulate rule procedure report declaration director executive interest provide AIS necessary information order monitor interest transaction cause conflict interest director executive",Governance
"1604,policy encourage Companys director executive exercise duty care integrity honesty avoid conflict interest disclose interest include related person enter transaction Company subsidiary abstain express comment casting vote consider transaction",Governance
"1605,Board Directors executive AIS shall report shareholding Company include hold spouse minor child unmarried life partner annual report",Governance
"1606,execute connected transaction AIS abide Notification Capital Market Advisory Board disclose information accordance set regulation Thai Accounting Standards execute transaction accurately transparently good interest Company company execute transaction party arm length basis compliance good corporate governance principle",Governance
"1607,Board Directors approve Connected Transaction Policy assign Compliance Department responsible communicate supervise disclose information execute transaction Stock Exchange Thailand annual report",Governance
"1608,detail demonstrate",Social
"1609,section Internal Control Risk Management Systems Board consider internal control audit risk management system crucial protect shareholder investment capital Companys asset set relevant policy measure supervise department",Governance
"1610,Board entrust Audit Risk Committee supervise oversee Companys internal control risk management",Governance
"1611,detail appear Internal Control Page Risk Management Page",Governance
"1612,monitor Business Operations Subsidiaries Associated Companies Board Directors monitor Subsidiary Associated Companys business operation good interest shareholder follow",Governance
"1613,support subsidiary associate company perform duty compliance good corporate governance policy",Governance
"1614,Board Directors select representative Company appoint director Subsidiaries Associated Companies order monitor control business performance proportion shareholding percentage",Governance
"1615,monitor representative director executive policy issue parent company level",Governance
"1616,consider significant matter include strategic business plan capital increasedecrease dissolution important policy",Governance
"1617,follow performance result Companys executive Executive Committee Board Directors",Governance
"1618,monitor Subsidiaries Associated Company operate business rule regulation competent authority include connect transaction asset acquisition deposition information disclosure accounting financial statement report",None
"1619,transaction subsidiary significantly affect business operation financial status Company review approve Board Directors parent company",Governance
"1620,audit Companys Internal Audit Department ensure sufficient effective internal control system",Governance
"1621,order disclose financial information operating result subsidiary Company engage auditor au dite firm provide auditing service Company perform audits disclose financial nonfinancial information Subsidiaries consolidated financial statement company",Governance
"1622,communicate code business ethic anticorruption policy far AISs subsidiary joint venture",Social
"1623,Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement information position hold director executive subsidiary Appendix Section Code Business Ethics order ensure ais operation performance employee organization act honestly",Governance
"1624,ethically accordance law regulation heart sustainable business Board Directors establish Code Business Ethics",Governance
"1625,range responsibility stakeholder prevention conflict interest respect human right compliance law regulation",Social
"1626,Ethic Committee form comprise Chief Executive Officer CEO chairperson executive",Governance
"1627,Committee act drive force integrate ethic corporate culture",Governance
"1628,shareholder far study Code Business Ethics companys website httpsinvestoraiscothgovernancepolicyhtml company adhere promote operation conduct business ethic past year",Governance
"1629,guideline summarize follow",Social
"1630,raise awareness organize training employee improve understanding Code Business Ethics encourage employee adhere comply therewith",Governance
"1631,create Self Awareness AIS continue place great emphasis idea create mindset work consist question employee ask consider prior decision cause damage company",Social
"1632,b look bad",Social
"1633,c distress worry later",Social
"1634,employee unsure answer question shall refrain action",Governance
"1635,AIS continue promote public awareness workplace use different channel Social IntranetEmailAIS",Social
"1636,connection area emphasize communicate year follow engage business directly indirectly Company accept invitation Seminars Business Events Company Visits Assets acceptance executive employee business partner related business party Use inside information trade Companys security Responsibility Customers Business Partners Creditors Assessment Employee business",Social
"1637,partner understanding regard Code Business Ethics AntiBribery corruption policy past year Company constantly support emboldened director management staff member aware understand intent underlying concept business code ethic training testing knowledge understanding business ethic antibribery corruption policy",Governance
"1638,result insight prove useful decision proceed course action questionable term ethical principle",Governance
"1639,Business Ethics Committee oversee test assess knowledge understanding business ethic employee supplier partner joint venture partner year",Governance
"1640,late assessment conduct employee undergo assessment understanding Code Business Ethics AntiBribery Corruption Policy",Governance
"1641,assessment conduct channel especially electronic online LearnDi Doodi mobile application facilitate access anytime",Social
"1642,furthermore Directors executive employee shall communicate family member ie",Governance
"1643,parent spouse unmarried life partner sibling offspring hisher spouse include adopt child principle Code Business Ethics AntiBribery Corruption Policy",Governance
"1644,Company provide opportunity stakeholder outside Company report wrongdoing Code Business Ethics information concern fraud Board Directors",Governance
"1645,end AIS announce Fraud andor Misconduct Reporting Whistleblower Protection Policy Companys website httpsinvestoraiscothmisccgad vancwhistleblowerpolicyenpdf Ethic Committee task communicate policy party",Governance
"1646,policy encompass principle guideline whistleblowing whistleblower protection",Governance
"1647,Company provide multiple channel external stakeholder employee file complaint report wrongdoing Code Business Ethics information fraud include Companys Hotline send email Chief Audit Executive Chief Human Resource Officer Chairman Audit Risk Committee send mail Board Directors address",Governance
"1648,complaint screen involved unit investigate proceed policy procedure prescribe company",Governance
"1649,probable cause act wrongdoing occur authorized person propose appoint investigation committee investigate find fact",Governance
"1650,investigation committee shall report final investigation result recommend disciplinary action accordance Companys rule Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement impose authorized person improvement prevent future misconduct",Governance
"1651,Internal Audit shall report whistleblowing case Audit Risk Committee quarter far submit Board acknowledgement",Governance
"1652,Company investigate report whistleblowing case conclude wrongdoing Code Business Ethics",Governance
"1653,investigation Ethics Committee Internal Auditor Legal Human resource Department disciplinary punishment impose accordance Companys rule verbal write warning termination employment pay case",Governance
"1654,detail follow",Social
"1655,case breached situationscircumstance code business ethic investigate year",Social
"1656,wrongdoing concern unethical code conduct follow Disposal stakeholder Conflict interest case receive money remuneration Human Rights Participation political activity safeguard company asset case Use insider information trading company security Distribution information interview press public relate transaction company Antimoney launder intellectual property Compliance law",Social
"1657,rule regulation",None
"1658,damage punishment damage value insignificant Punishment Termination employment case case Company consider complaint find shortcoming internal control system establish improve preventive measure breach business ethic corruption consolidate Companys policy regulation ensure compliance prevent minimize possibility similar incident happen",Governance
"1659,Good Corporate Governance Guidelines Aspects Human Rights Policy AIS recognize importance respect right freedom equality people basic virtue work live society",Social
"1660,previous year Board director revise policy human right operational guideline cover activity ais business partner stakeholder business value chain range duty responsibility person group employee treatment lawful labour fair compensation nondiscrimination noninfringement personal information participate action violate human right determine guideline",Social
"1661,monitor operational activity assess human right risk business operation",Governance
"1662,human right policy Company conform internationally accept standard specifically relate Companys business include limit United Nations Universal Declaration Human Rights UNDHR International Labor Organization ILO Declaration Fundamental Principles Rights Work General Data Protection Regulation GDPR",Social
"1663,policy find httpssustainabilityaiscothenrespecttohumanright company adhere human right practice Business Ethics Committee responsibility implement integrate Human Rights policy significant Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance",Governance
"1664,Management Structure Internal Control Financial Statement work procedure risk management committee identify issue regard human right create communication plan view promote good practice relation thereto Companys supply chain ie",Governance
"1665,representative supplier business partner",Social
"1666,Company integrate sustainability principle Corporate Governance Labour Human Rights Work Health Safety WHS encourage related business party promote good practice conduct assessment level understanding Code Business Ethics antibribery corruption policy include annual business assessment",Governance
"1667,addition Company analyze ethic test result recommendation order identify issue regard contractor management plan establish preventive mechanism violation human right impact Companys business operation",Social
"1668,AntiBribery Corruption Policy Company intend operate business sense honesty transparency accordance good corporate governance principle",Governance
"1669,Company type bribing corruption recognize bribing corruption threat destroy free fair competition include cause damage economic social development",Social
"1670,regard Board Directors recognize importance consideration Antibribery Corruption Policy use guideline perform duty director executive employee comply rule guideline prevent company director executive employee stakeholder violate law concern antibribery corruption",Governance
"1671,policy find httpsinvestoraiscothantibriberyhtml AIS receive renew certification Thailands Private Sector Collective Action Corruption CAC September",Social
"1672,certification period valid year certify date",Governance
"1673,certificate confirm AIS AIS Group Companys personnel undertake engage form corruption directly indirectly provide AIS AIS Group Companys personnel strictly comply AntiBribery Corruption guideline encompass operation charitable donation sponsorship human resource management etc",Social
"1674,addition AIS communicate AntiBribery Corruption Policy AISs subsidiary joint venture control company business partner stakeholder include public communication channel email website social intranet exhibition inclusion Board meeting agenda report annual general meeting year etc regard order ensure stakeholder acknowledge comply guideline specify",Governance
"1675,furthermore AIS continuously communicate offer training personnel order offer knowledge gain understanding relate anticorruption measure Companys expectation penalty fail comply measure offer training relate AntiBribery Corruption new employee orientation program organize training relate information technology initiate assessment relate",Social
"1676,business partner executive employee level understanding concern Code Business Ethics AntiBribery Corruption annually",Governance
"1677,AIS amend promulgate order clarify implication Supplier Code Conduct compliance Code Business Ethics",Governance
"1678,declaration conflict interest supplier prior conduct business transaction company",Governance
"1679,furthermore employee accept invitation seminar travel accommodation expense shall pay company",Social
"1680,promote good standard level employee shall perform hisher duty illicit compensation reinforce Companys compliance good corporate governance principle",Governance
"1681,order emphasize company mission Zero Tolerance Policy Corruption concept executive employee join online event hold state agency Office National AntiCorruption Commission Anti Organization Thailand share value September online platform",Social
"1682,market list company Stock Exchange Thailand AIS aim disclose material information financial nonfinancial shareholder accurately sufficiently timely manner equitably compliance relevant law promote confidence shareholder investor regard company reliability honesty",Governance
"1683,market disclosure policy base principle practice compliance applicable law regulation transparency information disclosure responsibility equality access information",Governance
"1684,essential policy include role responsibility executive authorize spokesperson guideline disclosure material information confidential information respond rumor unusual market activity announce temporary halt determine period time prohibit dissemination information performance announcement prohibit communication investor aspect penalty breach policy",Governance
"1685,Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Connected Transaction Policy order business transaction company subsidiary connected person shall comply law announcement regulation relevant notification authorize",Governance
"1686,agency base transparency maximum benefit company AIS announce Connected Transaction Policy business transaction company subsidiary connected person shall accordance company policy procurement procedure Code Business Ethics",Governance
"1687,role responsibility Board Directors Audit Risk Committee Capital Market Compliance Section set consider reasonableness transaction oversee compliance law department involve acknowledge occurrence connect transaction require notify information Capital Market Compliance Department execute transaction",Governance
"1688,essential policy business transaction company subsidiary connected person ultimate benefit company similar transaction external party arm length basis",None
"1689,procedure consider engage connect transaction Board Directors executive interested party conflict interest concern shall participate consideration approval process vote agenda relate thereto",Governance
"1690,board director executive require report conflict interest accordance rule guideline current change",Governance
"1691,Securities Trading Policy Directors Executives employee Board Directors consider approve Securities Trading Policy director executive employee objective maintain sense confidence shareholder investor invest Company Intouch Holdings Plcs security",Governance
"1692,INTOUCH Companys major shareholder",None
"1693,essential policy prohibit Companys personnel use inside information gain benefit trade AIS INTOUCH security directly indirectly",Social
"1694,line Securities Exchange Act amend include related announcement",None
"1695,regard requirement guideline encompass group people director executive employee",Social
"1696,furthermore requirement spell special duty designate person director executive employee role responsibility entitle assess insider information shall disclose Capital Market Compliance Department security hold AIS INTOUCH Holdings Public Company Limited",Governance
"1697,include file report change security hold benefit good corporate governance transparency",Governance
"1698,addition designate person prohibit trading security period thirty day prior date disclosure quarterly annual financial statement Blackout Period",None
"1699,Company uphold practical guideline policy amend Nomination Remuneration Committee Board Directors add designate Persons intend trade Company Groups Securities shall notify define channel business day prior trading line policy Intouch Holdings Public Company Limited good corporate governance principle",Governance
"1700,policy find httpsinvestoraiscothgovernancepolicy",Governance
"1701,html Online Social Media Guidelines technological development change way people communicate",Social
"1702,Business Ethics Committee endorse appropriate guideline compliance applicable law purpose guide Companys employee use internet social medium",Governance
"1703,essence guideline recognize impact arise result use internet social medium inappropriately especially employee use internet social medium lack care",Social
"1704,include avoid violation relate computer law instance employee shall use internet social medium compliance intellectual property law",Social
"1705,cybersecurity Policy Company establish guideline cybersecurity instilled knowledge understanding employee promote compliance policy standard operating framework law relate computer system appropriately",Governance
"1706,objective protect Companys datum attack theft destruction unauthorized access data theft form damage Companys business operation",Social
"1707,policy find company website governance policy topic httpsinvestoraiscothgovernancepolicyhtml",Governance
"1708,Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Guidelines communicate impact product service pertinent customer advertising product service align feature property Company resolve create satisfaction assure customer",Governance
"1709,high quality product service reasonable price disclose product service information accurately completely mislead accord business ethic website Corporate topic",Social
"1710,Loan Default Policy Company importance equality business dealing mutual benefit supplier",Social
"1711,strictly adhere loan agreement term condition thereof pay creditor principal interest care warranty",None
"1712,accordance Code business ethic Company appear companys website Corporate topic",None
"1713,Good Corporate Governance Guidelines Aspects Company consider apply Corporate Governance Code CG Code issue Securities Exchange Commission Thailand AISs business operation",Governance
"1714,certain matter Company opt consider suitable mechanism record minute meeting regular annual review follow Company conduct formal performance evaluation Board individually collectively year independent outside counsel year",Governance
"1715,coincide evaluation outside counsel Company instead conduct performance evaluation Board Directors individually collectively period change shareholding structure complete",Governance
"1716,Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Management Structure Board Directors Nomination Compensation Committee Mobile Consumer Business Chairman Executive Committee Mr Keong Chief Executive Officer Mr Deputy Chief Executive",Governance
"1717,Officer Mr Chief Finance Officer Mr Tee Seeumpornroj Group Chief Human Resources Officer AIS Group Intouch Group Ms Kantima Lerlertyuttitham Chief Corporate Officer Mr Acting Head Audit Business Unit Mr Montri Khongkruephan Executive Committee Sustainable Development Committee Audit Risk Committee Enterprise Fixed Broadband Business Technology Information Annual Report form Report l Advanced Info Service Public Company",Governance
"1718,Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Profile Directors Management Mr Age year Nationality Thai Chairman Director Chairman Sustainable Development Committee Chairman Nomination Compensation Committee appoint August appoint Chairman November",Governance
"1719,total number service tenure year month share Ratio Relationship Management EducationTraining Honorary Degrees Engineering Chulalongkorn University Honorary Degrees Manufacturing Engineering Mahasarakham University Director Chairman unknown Future Thai Institute Directors Association IOD Director Certification Program DCP Class Thai Institute Directors Association IOD Position Company",Social
"1720,present Chairman Sustainable Development Chairman Nomination Compensation Committee Present Chairman Board Directors Present Independent Director Chairman Leadership Development Compensation Committee Chairman Sustainable Development Committee Position Company Listed Companies Present Chairman Indepen dent Director Intouch Holdings Public Company Limited Present Independent",Governance
"1721,Director Chairman Corporate Governance Committee Member Executive Committee SCBX Public Company Limited Present Independent Director Bangkok Dusit Medical Services Public Company Limited Present Director Member CSR Committee sustainable Development Siam Cement Public Company Limited Independent Director Chairman Leadership Development Compensation Committee Member",Governance
"1722,Committee Member Strategic Organizational Review Committee Member CSR Committee sustainable Development Intouch Holdings Public Company Limited President CEO Siam Cement Public Company Limited NonListed CompaniesOther Organizations Present Director SCB X Company Limited Present Member Special Committee promote Innovation Ecosystem Regulatory Reform Present Member Council Experts National Higher Education",Social
"1723,Science Research Innovation Policy Council Present Member Member State Enterprise Policy Committee Present Chairman Committee Monitoring Evaluation Science Research Innovation Support Present Advisor Higher Education Science Research Innovation Management System Reform Steering Committee Present Chairman Subcommittee Performance Evaluation Secretary General Eastern Economic Corridor Policy Committee Present Expert advisor",Social
"1724,development Policy Strategy Budget Management System Thailands Science Research Innovation Office National Higher Education Science Research Innovation Policy Council NXPO Present Honorary Advisor Eastern Economic Corridor Policy Committee Present Member National Strategic Committee Present Independent Director Chairman Corporate Governance Committee Member Executive Committee Siam Commercial Bank",Governance
"1725,Public Company Limited Present Member Board Medical Service Cluster Thai Red Cross Society Present Director Advanced Wireless Network Company Limited Present Member Advisory Board Sasin Graduate Institute Business Administration Present Executive Director Engineer Division Anandamahidol Foundation Present Advisor Executive Committee Mahidol University Foundation Present Honorary Advisor Environmental Engineering Association",Social
"1726,Thailand Present Advisor Federation Thai Industries Director National Innovation System Development Committee Advisor Executive Board Driving Value Based Economy Thailand Policy Innovation Hubs Expert Member National Investment Driving Coordination Committee Expert Member Eastern Economic Corridor Policy Committee Member Advisory Committee Minister",Social
"1727,Member Advisory Board Nomura Holding Inc Member PublicPrivate Collaborative Committee Educational Reform Head Private Sector PublicPrivate Collaborative Committee Legal Reform Head Private Sector PublicPrivate Collaborative Committee Innovation Digitalization Global Advisor Kubota Corporation Japan Member Subcommittee screen project accord Regional Development Plan strengthening",Social
"1728,sustainability Local Economy Fiscal Year Advisor Committee National Reform National Strategy Reconciliation Member Subcommittee Industrial Digital Innovation Promotion Member National Research Innovation Policy Council Member Super Board National Procurement Member Policy Committee Special Economic Development Zone Member National Strategy Preparation Committee Thailand",Social
"1729,Member National Reform Committee State Administration Member Screening Committee strengthening Sustainability Local Economy Member Governing Committee Food Innopolis Member National Committee Intellectual Property Policy Member National Development Enhancing Competitiveness Committee Director National Science Technology Innovation Policy Office Director National Science Technology Development",Social
"1730,office Director Japan Illegal Record past year Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Mr Age year Nationality Thai Vice Chairman Director Member Executive Committee Member",Governance
"1731,Nomination Compensation Committee appoint October total number service tenure year month share Ratio Relationship Management EducationTraining Honorary Doctor Engineering Chulalongkorn University Master Science Engineering Management University Southern California USA Bachelor Engineering Civil Engineering Chulalongkorn University Director Training Director Accreditation Program DAP Class Thai Institute Directors",Social
"1732,Association IOD Position Company Present Member Executive Committee Present Director Vice Chairman Board Member Nomination Compensation Committee Position Company Listed Companies Present Director Vice Chairman Board Chief Executive Officer Gulf Energy Development Public Company Limited Director Vice Chairman Board Intouch Holdings Public Company Limited NonListed CompaniesOther Organizations",Governance
"1733,Present Director Gulf Binance Company Limited Present Director Gulf Innova Company Limited Present Director Advanced Wireless Network Company Limited Present Director GULF Company Limited Present Director Gulf Renewable Energy Company Limited Present Board Councillors University Southern California Annenberg School Communication Journalism USA Present Board Chairman NIST International School Foundation Present Director",Social
