Sentence,Category
office Director Japan Illegal Record past year Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Mr Age year Nationality Thai Vice Chairman Director Member Executive Committee Member,Governance
Nomination Compensation Committee appoint October total number service tenure year month share Ratio Relationship Management EducationTraining Honorary Doctor Engineering Chulalongkorn University Master Science Engineering Management University Southern California USA Bachelor Engineering Civil Engineering Chulalongkorn University Director Training Director Accreditation Program DAP Class Thai Institute Directors,Social
Association IOD Position Company Present Member Executive Committee Present Director Vice Chairman Board Member Nomination Compensation Committee Position Company Listed Companies Present Director Vice Chairman Board Chief Executive Officer Gulf Energy Development Public Company Limited Director Vice Chairman Board Intouch Holdings Public Company Limited NonListed CompaniesOther Organizations,Governance
Present Director Gulf Binance Company Limited Present Director Gulf Innova Company Limited Present Director Advanced Wireless Network Company Limited Present Director GULF Company Limited Present Director Gulf Renewable Energy Company Limited Present Board Councillors University Southern California Annenberg School Communication Journalism USA Present Board Chairman NIST International School Foundation Present Director,Social
investment Trading Pte,None
Ltd Present Director Gulf Holdings Thailand Company Limited Director Gulf Energy International Company Limited Director Gulf JP Company Limited Director Chief Executive Officer Gulf Energy Development Company Limited President Gulf JP Company Limited Board Vice Chairman NIST International School Foundation Representative Licensee NIST International School Executive Board Chairman NIST International,Social
School Director President Gulf Electric Public Company Limited Illegal Record past year Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Mr Age year Nationality Thai Independent Director Chairman Audit Risk Committee,Governance
appoint March total number service tenure year month share Ratio Relationship Management EducationTraining Master Business Administration Finance Banking North Texas State University USA Bachelor Science Chulalongkorn University Director Chairman Program RCP Class Thai Institute Directors Association IOD Director Certification Program DCP Class Thai Institute Directors Association IOD,Social
position Company Present Chairman Audit Risk Committee Independent Director Member Nomination Governance Committee Position Company Listed Companies Present Chairman Chairman Independent Directors Committee PTT Exploration Production Public Company Limited Present Vice Chairman Chairman Board Executive Directors Chairman Committee Krungthai Bank Public Company,Governance
Limited Chairman Chairman Independent Directors Committee PTT Public Company Limited NonListed CompaniesOther Organizations Present Honorary Director Finance Securities Exchange Commission Thailand Present Director AIS Digital Life Company Limited Present Honorary Director Finance Office Insurance Commission OIC Present Chairman INFINITAS Krungthai Company Limited Present Director,Governance
Network Company Limited Present Chairman V Group Honda Cars Company Limited Affiliates Chairman Mass Rapid Transit Authority Thailand Illegal Record past year Mr Gerardo C Age year Nationality Philippines Independent Director Member Audit Risk Committee appoint Apr total number service tenure year month share Ratio Relationship Management EducationTraining Bachelor Arts Mathematics De La,Social
Salle University Manila Director Training Roles Responsibilities Liabilities Board Directors Center Global Best Practices Ayala Corporation th Integrated Corporate Governance Risk Management Sustainability Summit Institute Corporate Directors Philippines Director Certification Program DCP Class Thai Institute Directors Association IOD Director Accreditation Program DAP Class Thai Institute Directors Association IOD Position,Governance
Company Present Member Audit Risk Committee Present Independent Director Member Leadership Development Compensation Committee Member Executive Committee Member Sustainable Development Committee Position Company Listed Companies Present Independent Director Roxas Company Inc Present Director Consultant Director,Governance
President CEO Manila Water Company Senior Managing Director Director Globe Telecom Inc President CEO Globe Telecom Inc NonListed CompaniesOther Organizations Present Director BPI Asset Management Trust Company Present Director BPI Direct BangKo Present Director BPI Foundation Inc Present Director AC Energy Holding Inc Present Director AC Infrastructure Holding Corp,None
Director BPI Capital Corporation Illegal Record past year Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Mr Age year Nationality Thai Independent Director Member Audit Risk Committee appoint September total number service tenure,Governance
year month Share Ratio Relationship Management EducationTraining Honorary Doctorate Business Administration Southeast Bangkok College Masters Degree MCL University Illinois UrbanaChampaign USA BarristeratLaws Institute Legal Education Thai Bar Association Thailand Bachelor Laws Honors Thammasat University Advanced Management Program AMP Harvard Business School USA Breakthrough Program Senior Executives IMD Business School,Social
Switzerland Influence Negotiation Strategies Program Stanford Graduate School Business USA Innovation Happen Programme London Business School UK Executive Program Singularity University Silicon Valley California USA Executive Program Risk Management Institute International Finance UK Joint State Private Stor Course Class National Defence College Capital Market Leadership Proecgram Class Capital Market Academy Executive Program energy,Social
literacy sustainable Future Class Thailand Energy Academy Director Chairman Program RCP Class Thai Institute Directors Board Nomination Compensation Program BNCP Class Thai Institute Directors Director Certification Program DCP Class Thai Institute Directors Financial Institutions Governance Program FGP Class Thai Institute Directors Ethical Leadership Program ELP Class Thai Institute,Governance
director Corporate Governance Capital Market Intermediaries CGI Class Thai Institute Directors Position Company Present Independent Director Member Audit Risk Committee Position Company Listed Companies Present Independent Director Bangkok Bank Public Company Limited Present Independent Director Gulf Energy Development Public Company Limited Present Independent Director Chairman,Governance
Committee Bangkok Dusit Medical Services Public Company Limited Present Independent Director Chairman Risk Management Committee Chairman Sustainable Development Committee Carabao Group Public Company Limited Director President KASIKORNBANK Public Company Limited NonListed CompaniesOther Organizations Present Director Advanced Wireless Network Company Limited Present Director Siam Motors Company Limited Present Director,Social
Development Company Limited Present Director Retail Company Limited Chairman Executive Committee Group ceo Mall Group Director JD Food Public Company Limited Minister Ministry Finance Chairman Bank Agriculture Agricultural Cooperatives Chairman Beacon Venture Capital Company Limited Chairman National Digital ID Company Limited Chairman National ITMX Company Limited,Social
Committee ASEAN Bankers Association Committee National Strategy Committee Committee Payment Systems Committee Bank Thailand Member Board Thailand Board Investment BOI EEC Policy Committee Eastern Economic Corridor Member Board Office SMEs Promotion Chairman Thai Bankers Association Chairman KASIKORN Securities Public Company Limited Vice Chairman Chairman,Governance
Corporate Governance Committee Thai Institute Directors Association Chairman KASIKORN Factory Equipment Company Limited Director Muangthai Group Holding Company Limited Member National Legislative Assembly Director Dole Thailand Limited Chairman Illegal Record past year Annual Report form Report l Advanced Info Service Public Company Limited Chairman ceo,Governance
Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Mr Age year Nationality Thai NonExecutive Director Member Executive Committee Authorized Director appoint October total number service tenure year month share Ratio Relationship Management EducationTraining Master Science Economics London School Economics,Governance
Political Science LSE United Kingdom Bachelor Arts Economics Reed College USA Bachelor Engineering Industrial Engineering Chulalongkorn University Advanced Executive Program Kellogg School Management Northwestern University USA Capital Market Leadership Program Class Capital Market Academy Executive Program Energy Literacy sustainable Future Class Thailand Energy Academy Thailand Insurance Leadership Program Class OIC Advanced Insurance Institute,Social
Director Director Accreditation Program DAP Class Thai Institute Directors Association IOD Corporate Governance Capital Market Intermediaries CGI Class Thai Institute Directors Association IOD Position Company Present Director Member Executive Committee Position Company Listed Companies Present Director Intouch Holdings Public Company Limited Present Chief Operating Officer Group Asset Management,Governance
Investment Gulf Energy Development Public Company Limited Chief International Business Officer Gulf Energy Development Public Company Limited Chief Financial Officer Gulf Energy Development Public Company Limited Executive Vice President Head Wealth Division Siam Commercial Bank Public Company Limited Executive Vice President Head Corporate Strategy Siam Commercial Bank Public Company Limited NonListed CompaniesOther,Social
organization Present Director Wind Energy Development Company Limited Present Director Greenovation Power Company Limited Present Director Korat Wind Energy Company Limited Present Director Power Holding Company Limited Present Director Gulf International Investment Limited Present Director Gulf Innova Company Limited Present Director Advanced Wireless Network Company Limited Present Director Gulf Renewable Energy Company limit,Social
Present Director Gulf Holdings Thailand Company Limited Present Director Gulf JP Company Limited Present Director Gulf JP NS Company Limited Present Director Gulf JP UT Company Limited Present Director Gulf JP KP Company Limited Present Director Gulf JP KP Company Limited Present Director Gulf JP TLC Company Limited Present Director JP NNK Company Limited Present Director Gulf JP NLL Company Limited Present director,None
Gulf JP CRN Company Limited Present Director Gulf JP NK Company Limited Present Director Gulf VTP Company Limited Present Director Gulf TS Company Limited Present Director Gulf TS Company Limited Present Director Gulf TS Company Limited Present Director Gulf TS Company Limited Present Director Gulf NLL Company Limited Present Director Gulf BL Company Limited Present Director Gulf BP Company Limited Present Director,None
NC Company Limited Present Director Gulf NPM Company Limited Present Director Gulf NRV Company Limited Present Director Gulf NRV Company Limited Present Director Gulf Chana Green Company Limited Present Director Gulf Pattani Green Company Limited Present Director Independent Power Development Company Limited Present Director Gulf SRC Company Limited Present Director Gulf PD Company Limited Present Director Gulf MP Company Limited,None
Present Director Gulf WHA MT Natural Gas Distribution Company Limited Present Director NGD Company Limited Present Director NGD Company Limited Present Director Gulf Solar Company Limited Present Director Gulf Solar BV Company Limited Present Director Gulf Solar TS Company Limited Present Director Gulf Solar TS Company Limited Present Director Gulf Solar KKS Company Limited Present director,None
Gulf Energy Company Limited Present Director Gulf IPP Company Limited Present Director Gulf Power Generation Company Limited Present Director Gulf Yala Green Company Limited Present Director Nong Khae Cogeneration Company Limited Present Director Samutprakarn Cogeneration Company Limited Present Director PTT Natural Gas Distribution Company Limited Present Director Global Mind Investment Management Pte,None
Ltd Present Director Bentre Import Export JointStock Corporation Present Director Borkum Riffgrund Investor Holding GmbH Present Director Offshore Wind Farm GmbH Co ohg Present Director Gulf LNG Company Limited Present Director Gulf Energy Vietnam Limited Liability Company Present Director Gulf International Investment Hong Kong Limited Present Director Gulf LNG Trading Company Limited Present Director,None
International Holding Pte,None
Ltd Present Director Gulf Infrastructure Company Limited Present Director Gulf Energy Mauritius Company Limited Director GPC International Terminal Company Limited Director Gulf Cogeneration Company Limited Senior Executive Vice President Finance Gulf JP Company Limited Chairman Association Investment Management Companies Director Federation Thai Capital Market Organizations Director,Social
Markets Committee Bank Thailand Chief Executive Officer SCB Asset Management Company Limited Director Head Asia Local Credit Trading Citigroup Global Markets Asia Limited Hong Kong Director Trading Citibank NA Bangkok Thailand Illegal Record past year Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability,Governance
performance Corporate Governance Management Structure Internal Control Financial Statement Mr Keong Age year Nationality Singaporean Director NonExecutive Director Chairman Executive Committee Authorized Director appoint April total number service tenure year month share Ratio Relationship Management EducationTraining Master Science Management Massachusetts Institute Technology USA Bachelor Engineering University,Governance
Western Australia Corporate Governance Seminar Programme ROAM Inc Director Training Position Company Present Chairman Executive Committee Present Director Member Leadership Development Compensation Committee Member Executive Committee Position Company Listed Companies NonListed CompaniesOther Organizations Present Director DnaNudge Limited Present Director Citibank Singapore Limited,Governance
Present Director Security Pte,Social
Ltd Present Director AIS Digital Life Company Limited Present Director ACST,None
Business Holdings Inc Present Director Asiacom Philippines Inc Present Director Globe Telecom Inc Present Director Grid Communications Pte,None
Ltd Present Director Raffles Medical Group Present Director Advanced Wireless Network Company Limited Present Chairman Executive Committee Advanced Info Service Public Company Limited Present Director Advanced Contact Center Company Limited Chief Executive Officer Group Strategy Business Development Country Chief Officer Thailand Singapore Telecommunications Limited,Social
Director AKAL Pty Ltd Director ERP Pty Ltd Director Alpha West Holdings Pty Ltd Director Director Services Pty Ltd Director AUE Music TV Pty Ltd Director AUEVR Music TV Pty Ltd Director AUSSAT Finance Ltd Director AUSSAT New Zealand Ltd Director Director Services International Wholesale Pty Ltd,None
Director Evolution ACT Pty Ltd Director Evolution Pty Ltd Director Inform Systems Australia Pty Ltd Director Director Optus Digital Life Australia Investments Pty Ltd Director Holding Pte Ltd Director Singtel Services Australia Pty Ltd Director DSpark Pty Ltd Director Prepaid Services Pty Ltd Director Pty Ltd,None
Director Singapore Telecom Australia Investments Pty Ltd Director Optus C Satellite Pty Ltd Director Optus Satellite Pty Ltd Director Optus Satellite Network Pty Ltd Director Pty Ltd Director Optus Vision Pty Ltd Director Optus Vision Media Pty Ltd Chief Executive Officer Consumer Australia Chief Executive Officer,None
illegal Record past year Director Optus Administration Pty Ltd Director Optus ADSL Pty Ltd Director Optus Billing Services Pty Ltd Director Optus Broadband Pty Ltd Director Optus Content Pty Ltd Director Optus Data Centres Pty Ltd Director Optus ESolutions Pty Ltd Director Optus ECommerce Pty Ltd Director Optus Finance Pty Ltd Director,None
Infrastructure Pty Ltd Director Optus Internet Pty Ltd Director Holdings Pty Ltd Director Optus Mobile Investments Pty Ltd Director Optus Mobile Migrations Pty Ltd Director Optus Mobile Pty Ltd Director Optus Multimedia Pty Ltd Director Optus Narrowband Pty Ltd Director Optus Network Investments Pty Ltd Director Optus Networks Pty Ltd Director,None
Leasing Pty Ltd Director Optus Retailco Pty Ltd Director Optus Share Plan Pty Ltd Director Optus Stockco Pty Ltd Director Optus Systems Pty Ltd Director Optus Vision Interactive Pty Ltd Director Optus Vision Investments Pty Ltd Director Path Communications Pty Ltd Director Perpetual Systems Pty Ltd Director Reef Networks Pty Ltd Director Satellite Platform,None
Investment Pty Ltd Director Sibalo Pty Ltd Director SIMPlus Mobile Pty Ltd Director Source Integrated Networks Pty Ltd Director Net Effect Pty Ltd Director Ubowireless Pty Ltd Director UE Access Pty Ltd Director UE Vialight Pty Ltd Director Uecomm Operations Pty Ltd Director Uecomm Pty Ltd Director Uecomm Share plan Custodian Pty Ltd director,None
UniteCom Pty Ltd Director Unwired Australia Pty Ltd Director Co,None
Pty Ltd Director Australia Services Pty Ltd Director Pty Ltd Director Vividwireless Group Ltd Director Director VR Music TV Pty Ltd Director World Wide Web Pty Ltd Director LMDS Pty Ltd Director XYZed LMDS Holdings Pty Ltd Director Optus Australia Investments Pty Ltd Director Optus ICT Investments Pty Ltd,None
Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Ms Yupapin Wangviwat age year Nationality Thai NonExecutive Director Member Sustainable Development Committee appoint October total number service tenure year month share Ratio Relationship,Governance
management EducationTraining Master Business Administration University Florida USA Bachelor Business Administration Banking Finance Chulalongkorn University Executive Program Commerce Trade Class Commerce Academy University Thai Chamber Commerce Digital Transformation CEO Class Nation Multimedia Group Public Company Limited Capital Market Leadership Program Class Capital Market Academy ABC Course Class Academy Business,Social
creativity Sripatum University Executive Management Business Development Investment Class Institute Business Industrial Development Director Training Director Certification Program DCP Class Thai Institute Directors Association IOD Position Company Present Director Member Sustainable Development Committee Position Company Listed Companies Present Director Member Sustainability Governance Risk Management,Governance
Committee Chief Financial Officer Gulf Energy Development Public Company Limited Director Intouch Holdings Public Company Limited Executive Director Gulf Energy Development Public Company Limited Senior Executive Vice President Chief Corporate Officer Gulf Energy Development Public Company Limited NonListed CompaniesOther Organizations Present Director Gulf Binance Company Limited Present Director AIS Digital Life Company Limited,Governance
Present Director Gulf Innova Company Limited Present Director Advanced Wireless Network Company Limited Present Director GULF Company Limited Present Director Gulf Renewable Energy Company Limited Present Senior Executive Vice President Gulf JP Company Limited Present Chief Financial Officer Gulf Electric Public Company Limited Director Gulf International Investment Limited Director Rachakarn Asset Management Company Limited,None
Director Gulf JP Company Limited Director Gulf SRC Company Limited Director Guld PD Company Limited Director Gulf Energy Mauritius Company Limited Director Independent Power Development Company Limited Director Gulf JP KP Company Limited Director Gulf JP KP Company Limited Director Gulf JP TLC Company Limited Director JP NNK Company Limited Director Gulf JP NLL Company Limited,None
Director Gulf JP CRN Company Limited Director Gulf JP NK Company Limited Director Gulf Solar BV Company Limited Director Gulf Solar TS Company Limited Director Gulf Solar TS Company Limited Director Gulf Solar KKS Company Limited Director Gulf International Investment Hong Kong Limited Director Gulf MP Company Limited Director Gulf Solar Company Limited Director JP NS company,None
Limited Director Gulf JP UT Company Limited Director Gulf VTP Company Limited Director Gulf TS Company Limited Director Gulf TS Company Limited Director Gulf TS Company Limited Director Gulf TS Company Limited Director Gulf NC Company Limited Director Gulf BL Company Limited Director Gulf BP Company Limited Director Gulf NLL Company Limited Director,None
Company Limited Director Gulf NRV Company Limited Director Gulf NRV Company Limited Director,None
Ltd Director Bangkok Smart Energy Company Limited Director Gulf WHA MT Natural Gas Distribution Company Limited Director NGD Company Limited Director NGD Company Limited Director Gulf Cogeneration Company Limited Director Samutprakarn Cogeneration Company Limited Director Nong Khae Cogeneration Company Limited Director Gulf Yala Green Company Limited,None
Director Gulf Power Generation Company Limited Director Gulf IPP Company Limited Director Gulf Energy Company Limited Director Gulf International Holding Pte,None
Ltd Senior Executive Vice President Chief Financial Officer Gulf Energy Development Company Limited Illegal Record past year Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Low Nationality Singaporean NonExecutive director,Governance
Member Nomination Compensation Committee appoint March total number service tenure year month share Ratio Relationship Management EducationTraining Bachelor Accountancy Honors National University Singapore Director ESG Singapore Institute Directors Listed Entity Director Programme Environment Social Governance Essentials Singapore Institute Directors Director Certification Program,Governance
DCP Class Thai Institute Directors Association IOD Position Company Present Member Nomination Compensation Committee Present Director Member Nomination Governance Committee Position Company Listed Companies Present Director Authorized Director Intouch Holdings Public Company Limited NonListed CompaniesOther Organizations Present Director Present Director,Governance
Singapore Limited Present Director Seven Present Member Executive Committee Turning Point Present Director CapitaLand Integrated Commercial Trust Management Limited Present Director Advanced Wireless Network Company Limited Present Director Trustwave Holdings Inc Present Director,Governance
Ltd Affiliates Present Member Governing Board Chian School Medicine Present Director,Governance
Ltd Present Director,Governance
Ltd Director Director,Governance
Ltd Director Director,Governance
Ltd Director,Governance
Ltd Director,Governance
Ltd Director SFG Digibank Investment Pte,None
Ltd Group Chief Corporate Officer Singapore Telecommunications Limited Director Pty Limited Director OPEL Networks Pty Limited Director Security Pte,None
Ltd Director,Governance
Ltd Group Chief Financial Officer Singapore Telecommunications Limited Illegal Record past year Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Mr Age year Nationality Singaporean NonExecutive Director Member Sustainable development,Governance
Committee Member Executive Committee Authorized Director appoint October total number service tenure Year Months Share Ratio Relationship Management EducationTraining MBA Harvard Business School Director Training Position Company Present Director Member Sustainable Development Committee Authorized Director Position Company Listed Companies Present Director Authorized Director Intouch Holdings Public Company,Governance
Limited NonListed CompaniesOther Organizations Present Director Singapore Tourism Board Present Director GSA Data Center Company Limited Present Director TH Pte,Social
Ltd Present Director Advanced Wireless Network Company Limited Present Group Chief Financial Officer Singapore Telecommunication Limited Present Director GXS Bank Pte,None
Ltd Present Director,Governance
Ltd Present Director Singtel Group Treasury Pte,None
Ltd Present Director ST Dynamo Holdings Pte,None
Ltd Present Director ST Dynamo SG Pte,None
Ltd Present Director,Governance
Ltd Present Director Security Pte,None
Ltd Present Director Asia Pacific Pte,None
Ltd Present Director Singapore Pte,None
Ltd Present Director Singapore Telecom Australia Investment Pty Ltd Present Director,None
Ltd Present Director Singapore Pte,None
Ltd Present Director,Governance
Ltd Present Director Singtel Enterprise Security Inc Present Director,None
Ltd Present Director SFG Digibank Investment Pte,None
Ltd Present Director Digital Games International Pte,None
Ltd Present Director Bharti Airtel Limited,None
Present Director,Governance
Ltd Present Director,Governance
Ltd Present Director Bharti Telecom Ltd Present Director,None
Ltd Present Director,Governance
Ltd Present Director,Governance
Ltd Present Director,Governance
Ltd Present Director Singapore Telecom International Pte,None
Ltd Present Director,Governance
Ltd Present Director,Governance
Ltd Present Director Investments Pte,None
Ltd Present Director Magenta Investments Limited Present Director Pastel Limited Present Director Pastel Limited Singapore Branch Present Chairman National Kidney Foundation Singapore Director Digital Gaming Investments Pte,Social
Ltd Director Digital Entertainment International Pte,None
Ltd Director AsiaCom Philippines Inc Director Singtel Pakistan Investments Limited Director ACST Business Holdings Inc Director Globe Telecom Inc Chief Executive Officer International Singapore Telecommunication Limited Director,Social
Director NetLink NBN Management Pte,None
Ltd Director Director NetLink NBN Trust Group Chief Financial Officer CapitaLand Ltd,None
illegal Record past year Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Mr Age year Nationality Thai Executive Director Member Sustainable Development Committee Member Executive Committee Chief Executive Officer Acting Chief Corporate,Governance
Officer Authorized Director appoint June total number service tenure year month appoint Chief Executive Officer July Share Ratio Relationship Management EducationTraining Master Business Administration Chulalongkorn University Computer Science Chulalongkorn University Director Training Director Certification Program DCP Thai Institute Directors Association IOD Position Company Present Acting Chief Corporate,Governance
Officer Present Executive Director Member Sustainable Development Committee Member Executive Committee Chief Executive Officer Authorized Director Director Chief Marketing Officer Executive Vice President Vice President Wireless Communication Position Company Listed Companies NonListed CompaniesOther Organizations Present Director AIS Digital Life Company Limited Present Director,Governance
Company Limited Present Director Advanced Broadband Network Company Limited Present Director CS Loxinfo Public Company Limited Present Director Advanced Wireless Network Company Limited Present Director Advanced Contact Center Company Limited Present Director AIN Globalcomm Company Limited Present Director Present Director,None
Ltd Present Director Company Limited Illegal Record past year Mr Chin Kok Age year Nationality Singaporean Deputy Chief Executive Officer appoint December Share Ratio Relationship Management EducationTraining Master Business Administration National University Singapore Singapore Postgraduate Diploma Business Administration National University Singapore Singapore Master Research Electronics Systemc,Social
ENSERG INPG Grenoble France France General ENSERG INPG Grenoble France France Director Training Director Accreditation Program DAP Class Thai Institute Directors Association IOD Position Company Present Deputy Chief Executive Officer Position Company Listed Companies NonListed CompaniesOther Organizations Present Director CS Loxinfo Public Company Limited Present Director Teleinfo Media Public Company Limited,Social
Present Director AIN GlobalComm Company Limited Present Director Present Director Advanced Broadband Network Company Limited Present Director Advanced Contact Centre Company Limited Present Director Advanced Mpay Company Limited Present Director Advanced Digital Distribution Company Limited Present Director Bridge Mobile Pte Ltd Present Authority Member Civil Aviation Authority Singapore CAAS Illegal,Social
record past year Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Mr Tee Seeumpornroj Age year Nationality Thai Chief Financial Officer appoint October Share Ratio Relationship Management EducationTraining Master Science management,Governance
Science Engineering Stanford University USA Bachelors degree Industrial Engineering Chulalongkorn University Impact social medium ethic professional accountant Federation Accounting Professions Royal Patronage Majesty King Accounting Standard Taxation Law KPMG Phoomchai Audit Co Ltd Capital Market Academy CMA Class Capital Market Academy DELOITTE TOUCHE TOHMATSU JAIYOS AUDIT COMPANY LIMITED Deliotte Forum week,Social
crisis thrive post pandemic world client Industries hr,Social
hr,Social
financial Advisory hrs,Social
Consulting hrs,None
tax Legal hrs,Governance
risk Advisory hrs,Governance
CPD hour Director Director Certification Program DCP Class Thai Institute Directors Association IOD Director Accreditation Program DAP Class Thai Institute Directors Association IOD Position Company Present Chief Finance Officer Deputy Chief Finance Officer Position Company Listed Companies Chief Finance Officer Thai Solar Energy Public Company Limited NonListed CompaniesOther Organizations,Governance
Present Director Learn Corporation Company Limited Present Director Food Xcite Company Limited Present Director JADE,Social
Company Limited Presen Director Agri Company Limited Chief Finance Officer mall Group Company Limited Illegal Record past year Age year Nationality Thai Group Chief Human Resources Officer appoint October Share Ratio Relationship Management EducationTraining Master psychology Counselling Service Rider University USA English Srinakharinwirot University Director,Social
leadership Program ELP Class Thai Institute Directors Association IOD Directors Accreditation Program DAP Class Thai Institute Directors Association IOD Board Nomination Compensation Program BNCP Class Thai Institute Directors Association IOD Director Certification Program DCP Class Thai Institute Directors Association IOD Position Company Present Group Chief Human Resources Officer Position Company Listed,Governance
company Present Group Chief Human Resources Officer Intouch Holdings Public Company Limited Deputy Chief Operation Officer MC Group Public Company Limited Chief Human Resources Officer Prudential Life Insurance Thailand Public Company Limited NonListed CompaniesOther Organizations Present Advisory Board Business Administration BA Division Mahidol University International College Present Board Directors Thammasat Business School Thammasat,Social
University Present Director Conicle Co Ltd Human Resources Director Central Watson Thailand Company Limited Human Resource Director Microsoft Thailand Company Limited Illegal Record past year Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement,Governance
Mr Age year Nationality Thai Chief Consumer Business Officer CCBO appoint October Share Ratio Relationship Management EducationTraining Master Science Electrical Engineering Master Science System Science Mathematics Washington University St Louis Missouri USA Bachelors Degree Electrical Engineering Kasetsart University Director Training Director Certification Program DCP Class,Social
Institute Directors Association IOD Position Company present Chief Consumer Business Officer evpmarkete Acting Chief Marketing Officer Position Company Listed Companies NonListed CompaniesOther Organizations Present Director Storm Company Limited Present Director RabbitLine Pay Company Limited Illegal Record past year Tanapong Ittisakulchai Age year Nationality Thai Chief Enterprise Business Officer CEBO appoint,Social
October Share Ratio Relationship Management EducationTraining Master Business Administration Thammasat University Bachelor Electrical Engineering nd Class Honours Chulalongkorn University Director Training Director Certification Program DCP Class Thai Institute Directors Association IOD Position Company Present Chief Enterprise Business Officer Position Company Listed Companies NonListed CompaniesOther,Social
organization Cluster President Thailand Myanmar Laos Schneider Electric Thailand Limited OCPSMC Enterprise Commercial Director Microsoft Thailand Limited Illegal Record past year Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Mr,Governance
Age year Nationality Thai Chief Technology Officer appoint March Share Ratio Relationship Management EducationTraining Masters degree engineering Telecommunications Asian Institute Technology AIT Director Director Certification Program DCP Class Thai Institute Directors Association IOD Position Company Present Chief Technology Officer Head Business Management fix,Social
Broadband Head Regional Operations Central Position Company Listed Companies NonListed CompaniesOther Organizations Present Director MIMO Tech Company Limited Present Director Fax Lite Company Limited Present Director Advanced Broadband Network Company Limited Present Director Amata Network Company Limited Present Director Information Highway Company Limited Present Director AIS DC Venture Company Limited,None
present Director Super Broadband Network Company Limited Illegal Record past year Suppachai Panichayunon Age year Acting Chief Information Officer CIO appoint November Share Ratio Relationship Management EducationTraining Master Science Electrical Engineering Computer network University Southern California USA Bachelor Electrical Engineering Telecommunication st class honor Kasetsart University Director,Social
training Position Company Present Acting Chief Information Officer Head Solutions Business Unit Head Solution Design Architect Department Vice President Solution Design Architect Product Service Business Integration Assistant Vice President Product Services Application Development Position Company Listed Companies NonListed CompaniesOther Organizations Present Managing Director,Social
company Limited Illegal Record past year Annual Report form Report l Advanced Info Service Public Company Limited Chairman CEO Message Company Overview Business Risk Management Sustainability Performance Corporate Governance Management Structure Internal Control Financial Statement Mr Age year Company Secretary Head Corporate Compliance Section appoint March Share Ratio Relationship Management high,Governance
Education Master Law LLM University Pennsylvania USA Related Training Program SeminarAnti Corruption Seminar Role Compensation Committee RCC Director Certification Program DCP Company Board Reporting Program CRP BRP AntiCorruption Executive Program ACEP Fundamental Practice Company Secretary FPCS Company Secretary Program CSP Position Company Present Head Corporate,Governance
compliance Section Present Company Secretary Assistant Vice PresidentLegal Position Company Associate Hunton Williams Thailand Limited Illegal Record past year Mr Age year Head Audit Business Unit appoint October Share Ratio Relationship Management Highest Education Bachelors degree Accountancy certify Public Accountant Related Training Program Chief Audit Executive CAE,Governance
Forum Singapore Telecommunication Limited Thai Financial Reporting Standards tfrs Practical Issues NYC Management Company Limited Position Company Present Head Audit Business Unitl Position Company SEA Accounting Operation Advisory Leader Deloitte Thailand Group Finance Shared service Director Siam Food Services Head Internal Audit Siam Makro Public Company Limited Illegal,Governance
record past year Age year Head Investor Relations Compliance Department appoint April Share Ratio Relationship Management Highest Education Master Technology Management Washington State University USA Masters finance Chulalongkorn University Related Training Program Position Company Present Senior Vice President Investor Relations Compliance Vice President Investor Relations,Governance
Compliance Assistant Vice President Investor Relations Acting Assistant Vice President Investor Relations Investor Relations Manager Position company Illegal Record past year Ms tachahat Hemakul Age year Head Accounting appoint April Share Ratio Relationship Management Highest Education Master Business Administration Sasin Graduate Institute Business Administration Chulalongkorn,Governance
University Related Training Program DELOITTE TOUCHE TOHMATSU JAIYOS AUDIT COMPANY LIMITED Deloitte Forum week crisis thrive post pandemic world client Industries hr,Social
hr,Social
